date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:05:47	187472/187472	U-----	200	untouched ('')	application/pdf	etag:%222dc50-51ca1c45bf0fc%22	http://psykologisk-center.dk/pdf2/Krim.%20indvandrerdrenge%20kan.pdf	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/pdf2/Krim.%20indvandrerdrenge%20kan.pdf	(from http://psykologisk-center.dk/medarbejdere/)
20:05:47	725099/725099	U-----	200	untouched ('')	application/pdf	etag:%22b106b-51ca1c4630531%22	http://psykologisk-center.dk/pdf2/Krim.%20indvandrerdrenge%20psyk.pdf	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/pdf2/Krim.%20indvandrerdrenge%20psyk.pdf	(from http://psykologisk-center.dk/medarbejdere/)
20:05:47	637584/637584	U-----	200	untouched ('')	application/pdf	etag:%229ba90-5695c29de8bb5%22	http://psykologisk-center.dk/wordpress/wp-content/uploads/2018/04/Socialp%c3%a6dagogisk-arbejde-med-uledsagede-flygtningeunge.pdf	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wordpress/wp-content/uploads/2018/04/Socialp%c3%a6dagogisk-arbejde-med-uledsagede-flygtningeunge.pdf	(from http://psykologisk-center.dk/medarbejdere/)
20:05:47	735/735	U-----	200	untouched ('')	application/rss+xml	etag:%22b48cce44c612dede39cc5f9ec2de5d21-gzip%22	http://psykologisk-center.dk/praktisk-info/feed/	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/praktisk-info/feed/index.html	(from http://psykologisk-center.dk/praktisk-info/)
20:05:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2018:05:47%20GMT	http://psykologisk-center.dk/?p=18	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/index0735.html	(from http://psykologisk-center.dk/praktisk-info/)
20:05:48	8362/8362	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2018:05:47%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/18	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/18	(from http://psykologisk-center.dk/praktisk-info/)
20:05:48	2333/2333	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:52:17%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fpraktisk-info%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embedbe5b	(from http://psykologisk-center.dk/praktisk-info/)
20:05:49	2425/2425	U-----	200	untouched ('')	text/xml	date:Thu,%2022%20Apr%202021%2014:53:48%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fpraktisk-info%2F&format=xml	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed33d0	(from http://psykologisk-center.dk/praktisk-info/)
20:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2018:05:48%20GMT	http://psykologisk-center.dk/artikler	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/artikler	(from http://psykologisk-center.dk/praktisk-info/)
20:05:49	3063/3063	U-----	200	untouched ('')	application/javascript	etag:%22bf7-5be4fa186e4d8-gzip%22	http://psykologisk-center.dk/wordpress/wp-content/plugins/leaflet-map/scripts/construct-leaflet-map.min.js?ver=2.23.3	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wordpress/wp-content/plugins/leaflet-map/scripts/construct-leaflet-map.min4600.js	(from http://psykologisk-center.dk/praktisk-info/)
20:05:50	5021/5021	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2018:05:49%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/74	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/74	(from http://psykologisk-center.dk/metoder/)
20:05:50	2395/2395	U--MC-	200	updated ('OK')	text/xml	date:Thu,%2022%20Apr%202021%2018:05:49%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fmetoder%2F&format=xml	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed3efd	(from http://psykologisk-center.dk/metoder/)
20:05:50	2303/2303	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2018:05:49%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fmetoder%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embedca18	(from http://psykologisk-center.dk/metoder/)
20:05:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2018:05:50%20GMT	http://psykologisk-center.dk/?p=79	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/index6ffe.html	(from http://psykologisk-center.dk/samarbejde/)
20:05:51	3139/3139	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2018:05:50%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/79	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/79	(from http://psykologisk-center.dk/samarbejde/)
20:05:51	2318/2318	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:52:22%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fsamarbejde%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed66a0	(from http://psykologisk-center.dk/samarbejde/)
20:05:51	2410/2410	U-----	200	untouched ('')	text/xml	date:Thu,%2022%20Apr%202021%2014:53:55%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fsamarbejde%2F&format=xml	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed9464	(from http://psykologisk-center.dk/samarbejde/)
20:05:51	4494/4494	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:53:56%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/72	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/72	(from http://psykologisk-center.dk/generelt/)
20:05:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2018:05:51%20GMT	http://psykologisk-center.dk/?p=72	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/indexae74.html	(from http://psykologisk-center.dk/generelt/)
20:05:52	2308/2308	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:43:42%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fgenerelt%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed9705	(from http://psykologisk-center.dk/generelt/)
20:05:52	2400/2400	U-----	200	untouched ('')	text/xml	date:Thu,%2022%20Apr%202021%2014:52:26%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fgenerelt%2F&format=xml	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed7a87	(from http://psykologisk-center.dk/generelt/)
