date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:48	637584/637584	U-----	200	untouched ('')	application/pdf	etag:%229ba90-5695c29de8bb5%22	http://psykologisk-center.dk/wordpress/wp-content/uploads/2018/04/Socialp%c3%a6dagogisk-arbejde-med-uledsagede-flygtningeunge.pdf	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wordpress/wp-content/uploads/2018/04/Socialp%c3%a6dagogisk-arbejde-med-uledsagede-flygtningeunge.pdf	(from http://psykologisk-center.dk/medarbejdere/)
16:53:48	735/735	U-----	200	untouched ('')	application/rss+xml	etag:%22b48cce44c612dede39cc5f9ec2de5d21-gzip%22	http://psykologisk-center.dk/praktisk-info/feed/	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/praktisk-info/feed/index.html	(from http://psykologisk-center.dk/praktisk-info/)
16:53:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2014:53:47%20GMT	http://psykologisk-center.dk/?p=18	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/index0735.html	(from http://psykologisk-center.dk/praktisk-info/)
16:53:49	2333/2333	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:52:17%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fpraktisk-info%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embedbe5b	(from http://psykologisk-center.dk/praktisk-info/)
16:53:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2014:53:49%20GMT	http://psykologisk-center.dk/artikler	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/artikler	(from http://psykologisk-center.dk/praktisk-info/)
16:53:50	8362/8362	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2014:53:47%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/18	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/18	(from http://psykologisk-center.dk/praktisk-info/)
16:53:50	2425/2425	U--MC-	200	updated ('OK')	text/xml	date:Thu,%2022%20Apr%202021%2014:53:48%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fpraktisk-info%2F&format=xml	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed33d0	(from http://psykologisk-center.dk/praktisk-info/)
16:53:51	3063/3063	U-----	200	untouched ('')	application/javascript	etag:%22bf7-5be4fa186e4d8-gzip%22	http://psykologisk-center.dk/wordpress/wp-content/plugins/leaflet-map/scripts/construct-leaflet-map.min.js?ver=2.23.3	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wordpress/wp-content/plugins/leaflet-map/scripts/construct-leaflet-map.min4600.js	(from http://psykologisk-center.dk/praktisk-info/)
16:53:52	5021/5021	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2014:53:50%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/74	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/74	(from http://psykologisk-center.dk/metoder/)
16:53:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2014:53:51%20GMT	http://psykologisk-center.dk/?p=74	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/index49a5.html	(from http://psykologisk-center.dk/metoder/)
16:53:53	2303/2303	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:43:37%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fmetoder%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embedca18	(from http://psykologisk-center.dk/metoder/)
16:53:53	2395/2395	U-----	200	untouched ('')	text/xml	date:Thu,%2022%20Apr%202021%2014:52:19%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fmetoder%2F&format=xml	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed3efd	(from http://psykologisk-center.dk/metoder/)
16:53:55	3139/3139	U--MC-	200	updated ('OK')	application/json	date:Thu,%2022%20Apr%202021%2014:53:53%20GMT	http://psykologisk-center.dk/wp-json/wp/v2/pages/79	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/wp/v2/pages/79	(from http://psykologisk-center.dk/samarbejde/)
16:53:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2014:53:54%20GMT	http://psykologisk-center.dk/?p=79	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/index6ffe.html	(from http://psykologisk-center.dk/samarbejde/)
16:53:56	2318/2318	U-----	200	untouched ('')	application/json	date:Thu,%2022%20Apr%202021%2014:52:22%20GMT	http://psykologisk-center.dk/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fpsykologisk-center.dk%2Fsamarbejde%2F	C:/Users/ungar/Desktop/psykc-static/psykologiskcenter/wp-json/oembed/1.0/embed66a0	(from http://psykologisk-center.dk/samarbejde/)
